Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-16 09:30:00-04:00,231.6199951171875,232.1199951171875,231.42999267578125,231.6199951171875,2565163,0.0,0.0
2024-10-16 09:31:00-04:00,231.64999389648438,231.8000030517578,231.25999450683594,231.5850067138672,252185,0.0,0.0
2024-10-16 09:32:00-04:00,231.5800018310547,231.9947967529297,231.47000122070312,231.52000427246094,192197,0.0,0.0
2024-10-16 09:33:00-04:00,231.5,231.65989685058594,231.30999755859375,231.54910278320312,191931,0.0,0.0
2024-10-16 09:34:00-04:00,231.52000427246094,231.6300048828125,231.2100067138672,231.42999267578125,221898,0.0,0.0
2024-10-16 09:35:00-04:00,231.43499755859375,231.50999450683594,231.0800018310547,231.39999389648438,263995,0.0,0.0
2024-10-16 09:36:00-04:00,231.42999267578125,231.48500061035156,231.05999755859375,231.07000732421875,199102,0.0,0.0
2024-10-16 09:37:00-04:00,231.06500244140625,231.24490356445312,230.77999877929688,230.88999938964844,281755,0.0,0.0
2024-10-16 09:38:00-04:00,230.9427032470703,230.97500610351562,230.52000427246094,230.61000061035156,226763,0.0,0.0
2024-10-16 09:39:00-04:00,230.61810302734375,230.81399536132812,230.3800048828125,230.52499389648438,249666,0.0,0.0
2024-10-16 09:40:00-04:00,230.50999450683594,230.88999938964844,230.47000122070312,230.7899932861328,220505,0.0,0.0
2024-10-16 09:41:00-04:00,230.8300018310547,230.97999572753906,230.75,230.85499572753906,169476,0.0,0.0
2024-10-16 09:42:00-04:00,230.82000732421875,230.89999389648438,230.66000366210938,230.81629943847656,151947,0.0,0.0
2024-10-16 09:43:00-04:00,230.81069946289062,231.0500030517578,230.81069946289062,231.01300048828125,128758,0.0,0.0
2024-10-16 09:44:00-04:00,231.02340698242188,231.0355987548828,230.63999938964844,230.68499755859375,158389,0.0,0.0
2024-10-16 09:45:00-04:00,230.67999267578125,230.99000549316406,230.6300048828125,230.97999572753906,148880,0.0,0.0
2024-10-16 09:46:00-04:00,230.98939514160156,230.99000549316406,230.63999938964844,230.68499755859375,126203,0.0,0.0
2024-10-16 09:47:00-04:00,230.67010498046875,230.97999572753906,230.52999877929688,230.9340057373047,162317,0.0,0.0
2024-10-16 09:48:00-04:00,230.92999267578125,230.94000244140625,230.6199951171875,230.66000366210938,151060,0.0,0.0
2024-10-16 09:49:00-04:00,230.63999938964844,230.77000427246094,230.52999877929688,230.5399932861328,104223,0.0,0.0
2024-10-16 09:50:00-04:00,230.5850067138672,230.59500122070312,230.41000366210938,230.44000244140625,129239,0.0,0.0
