Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-15 08:00:00+01:00,176.89999389648438,178.4759979248047,176.89999389648438,178.4759979248047,0,0.0,0.0
2024-10-15 08:01:00+01:00,175.80250549316406,179.5,175.80250549316406,176.0,8157,0.0,0.0
2024-10-15 08:02:00+01:00,176.0,179.5,176.0,176.0,448,0.0,0.0
2024-10-15 08:03:00+01:00,179.3000030517578,179.3000030517578,179.3000030517578,179.3000030517578,2,0.0,0.0
2024-10-15 08:05:00+01:00,179.3000030517578,179.3000030517578,178.625,178.625,6945,0.0,0.0
2024-10-15 08:06:00+01:00,179.3000030517578,179.3000030517578,179.3000030517578,179.3000030517578,5,0.0,0.0
2024-10-15 08:07:00+01:00,179.3000030517578,179.3000030517578,179.3000030517578,179.3000030517578,1,0.0,0.0
2024-10-15 08:10:00+01:00,178.6999969482422,178.6999969482422,178.6999969482422,178.6999969482422,2781,0.0,0.0
2024-10-15 08:11:00+01:00,178.10000610351562,179.3000030517578,178.10000610351562,179.3000030517578,1223,0.0,0.0
2024-10-15 08:12:00+01:00,179.3000030517578,179.3000030517578,179.3000030517578,179.3000030517578,4,0.0,0.0
2024-10-15 08:14:00+01:00,178.6999969482422,178.6999969482422,178.6999969482422,178.6999969482422,2000,0.0,0.0
2024-10-15 08:16:00+01:00,179.1999969482422,179.1999969482422,179.1999969482422,179.1999969482422,0,0.0,0.0
2024-10-15 08:17:00+01:00,179.1999969482422,179.1999969482422,179.1999969482422,179.1999969482422,5,0.0,0.0
2024-10-15 08:20:00+01:00,178.5,179.0,178.5,178.6999969482422,5588,0.0,0.0
2024-10-15 08:21:00+01:00,178.8000030517578,178.8000030517578,178.3000030517578,178.8000030517578,816,0.0,0.0
2024-10-15 08:26:00+01:00,178.60000610351562,178.60000610351562,178.60000610351562,178.60000610351562,10,0.0,0.0
2024-10-15 08:29:00+01:00,178.3000030517578,178.39999389648438,178.0,178.0,1062,0.0,0.0
2024-10-15 08:30:00+01:00,178.0,178.1999969482422,178.0,178.1999969482422,441,0.0,0.0
2024-10-15 08:31:00+01:00,178.0500030517578,178.1999969482422,178.0500030517578,178.1999969482422,2112,0.0,0.0
2024-10-15 08:35:00+01:00,177.89999389648438,178.0,177.89999389648438,178.0,5,0.0,0.0
2024-10-15 08:36:00+01:00,177.89999389648438,177.89999389648438,177.89999389648438,177.89999389648438,665,0.0,0.0
2024-10-15 08:37:00+01:00,177.8000030517578,177.8000030517578,177.8000030517578,177.8000030517578,7,0.0,0.0
2024-10-15 08:38:00+01:00,177.89999389648438,177.89999389648438,177.5,177.89999389648438,361,0.0,0.0
2024-10-15 08:39:00+01:00,177.89999389648438,177.89999389648438,177.89999389648438,177.89999389648438,22,0.0,0.0
