Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-10-15 11:38:00-04:00,40.0,40.0,40.0,40.0,678,0.0,0.0,0.0
2024-10-15 12:55:00-04:00,39.680999755859375,39.680999755859375,39.67100143432617,39.67100143432617,1038,0.0,0.0,0.0
2024-10-15 14:42:00-04:00,39.659000396728516,39.659000396728516,39.659000396728516,39.659000396728516,100,0.0,0.0,0.0
2024-10-15 14:56:00-04:00,39.70989990234375,39.70989990234375,39.70989990234375,39.70989990234375,108,0.0,0.0,0.0
